% 1. Title: Test Dataset d3f1s1

% 2. Sources:
%	(a) Creator: R.A. Fisher
%	(b) Donor: Michael Marshall (MARSHALL%PLU@io.arc.nasa.gov)
%	(c) Date: July, 1988
%
@RELATION patternMigration

@ATTRIBUTE a	NUMERIC
@ATTRIBUTE b	NUMERIC
@ATTRIBUTE c	NUMERIC
@ATTRIBUTE class	{1,2,3,4,5,6,7,8}

@DATA
16.4252166174477,-0.0554819237807364,1.27265847247115,1
15.771430355458,0.882458494159621,1.27483374366994,1
15.3956193324681,-0.461403701017999,1.14017321160057,1
15.3694515371334,-1.30116106994057,1.18594529406435,1
13.4628975892083,-0.693239345651351,-1.35486461806766,1
13.7274614673227,0.596456705454668,1.57392678004667,1
15.2404698682235,1.91957229487506,0.362919957175869,1
15.4232857107232,0.720469705183253,-1.34747748745745,1
15.0296091720769,0.451605299151732,-0.189112230469349,1
15.8264168694491,-0.969249623005602,0.537949852442087,1
-14.2503007383745,-1.09152561185576,1.06597854367809,2
-14.2675212734403,-0.382745627950112,-0.45431067440136,2
-15.576521617975,-0.172300293737637,-0.307693436158047,2
-14.151821062904,0.28518815327816,-1.30842661106726,2
-12.6689870807056,0.554092566454629,1.03122285153962,2
-14.5119887248477,0.485728947983995,0.79949038578429,2
-14.2595725489099,1.43576501757591,-0.212798521615852,2
-14.3748866293612,-0.237793879437532,0.337859474640409,2
-15.3993030042909,-0.106006142819725,1.01519231850525,2
-14.3031372233899,1.33119525917264,-1.6870541972762,2
-1.42410034721924,-2.42124438954832,-15.2535054805201,3
-0.756055227675591,-3.71556553035006,-13.6856636295532,3
-0.279797960581866,-1.97625418711854,-14.3120949662189,3
-0.0400518716202721,-3.75328233243224,-13.7632720273635,3
0.828592026673573,-4.09038789196068,-15.5666468691548,3
-0.648552498184406,-4.6327357050702,-12.5669342828988,3
0.715233117589342,-3.37790467961249,-14.9348805083089,3
-0.765652053591699,-3.96510695510642,-15.3708536225136,3
-0.0238408907424828,-4.23643009182375,-13.7503073530666,3
-1.22873271494659,-3.22160273948017,-14.674685924645,3
-1.32135544841906,9.91740249499594,11.2513916940427,4
0.900106651566069,10.8004208005241,8.74075618225065,4
