% 1. Title: Test Dataset d15f1s4

% 2. Sources:
%	(a) Creator: R.A. Fisher
%	(b) Donor: Michael Marshall (MARSHALL%PLU@io.arc.nasa.gov)
%	(c) Date: July, 1988
%
@RELATION patternMigration

@ATTRIBUTE a	NUMERIC
@ATTRIBUTE b	NUMERIC
@ATTRIBUTE c	NUMERIC
@ATTRIBUTE d	NUMERIC
@ATTRIBUTE e	NUMERIC
@ATTRIBUTE f	NUMERIC
@ATTRIBUTE g	NUMERIC
@ATTRIBUTE h	NUMERIC
@ATTRIBUTE i	NUMERIC
@ATTRIBUTE j	NUMERIC
@ATTRIBUTE k	NUMERIC
@ATTRIBUTE l	NUMERIC
@ATTRIBUTE m	NUMERIC
@ATTRIBUTE n	NUMERIC
@ATTRIBUTE o	NUMERIC
@ATTRIBUTE class	{1,2,3,4,5,6,7,8}

@DATA
14.6262573416076,0.0614359322438706,-0.637463197882153,-0.279205075802167,-0.70658336702373,-0.197853023426716,-0.49913896502735,0.70684659520092,1.34485734574508,-0.248647069600152,-1.44890213367442,-1.05693708650628,-0.336248295282378,0.30308258471135,-0.268435379813259,1
14.7101440148025,0.649920639474735,0.867512629952525,0.225801342888017,1.24469858929382,-0.593013034756858,-0.146814766020843,0.643052623052734,1.69561716293876,-0.889335286276516,-1.52509454869891,1.30281321206341,-0.915489709822051,0.701738923818632,1.34000555959553,1
14.4556784008369,-0.837853341888961,-0.0068481535837711,0.621137241876995,0.521753556534466,-0.496017356157042,0.0171098421553875,1.28528346091694,1.63608134725301,-0.219308681975688,0.160276361378922,-0.963023904846494,-0.144971982097178,-0.631572913442491,-0.403057364117008,1
14.5773993219578,0.748131112775804,0.221784140741825,0.598446282724804,0.23374666394833,-1.06554256248808,0.18911852029437,0.228716925384572,0.482748522800734,-0.645333698241562,1.25262566203017,1.36948133978054,0.765263077260804,-1.39858262496454,-1.24840270916494,1
13.3336716775805,-0.0451192536746125,-0.349882621759708,-0.202538726492731,0.993569825993284,-0.420228201708225,-0.0381999863920313,0.233489359464595,-0.360072595782796,-0.859922486022475,-1.7277463812248,-0.125529315739076,-0.684720738898355,-0.602177174456018,0.372835027249287,1
15.3711461077019,0.0704519925360497,-1.19293969969709,0.651840525804833,1.31761181662825,-1.12638975816067,-0.750522731186129,-0.53774091034177,0.957981512253783,1.52381596701707,0.270463306112059,-0.485035266211866,-1.34774969669832,-0.303074584706577,1.9152777259634,1
15.9243961453143,-1.37518963077483,0.748498557678487,0.361562943381755,-1.3802124689738,0.200446712230235,-0.981634085781824,-0.854539951060957,-0.221446427656546,-0.478224187009128,0.0218769196079994,-0.319225828938369,1.70633753500357,0.730816352803957,0.812628555714248,1
15.0229575932342,1.44315844702354,0.34454746915447,-0.872692817597349,0.405646970490511,-1.36129593586963,-1.31738328839511,-0.105352542216964,-1.91339611690618,-1.63468825263652,0.875028960708401,-0.131026982154374,-0.441507159914259,0.480179939211441,-0.775706725435244,1
16.0385936943615,-0.250434586116997,-1.43388315859593,-2.08809685562008,1.22262337079757,0.778488093038382,0.224844104081438,-0.605206506003633,0.0635720016593156,-1.18718406113954,0.686831193624508,0.625347023810568,0.337568763805473,-0.730220175376067,0.05071229051988,1
15.3309991027547,0.174680643220896,0.824425667811441,-0.0542028568924097,0.528782985943522,-0.112806590770182,1.7869634926459,-1.14801583307009,0.712744337123947,-0.631423566857857,-0.230409698145667,-0.054978724741294,0.202029879887806,1.50645810000835,0.297834612152336,1
-14.8376063129715,-0.424742978355689,0.0481422240140188,-1.89699292174102,-0.316948632742788,1.83571998255167,-1.15939528210617,-0.512288393781336,-1.37126636346653,1.40943401881782,0.623663884337489,-2.18272556200335,0.735175865696364,-0.380309241281132,-0.453472135097467,2
-15.3526314965305,0.751891289859061,0.611499158591045,-0.255303672334041,-1.45842945594213,-0.852176248598212,-1.03375406501692,-0.501925948696285,-0.956319956999758,0.742157834312472,0.455423056604372,0.144414907625697,-0.564230762521613,-0.114868887263117,-1.58160654516236,2
-12.4888794803162,0.943357481043299,0.869971515852738,-0.169579154074362,-1.51601829403428,-0.693468926938989,0.793250325885027,-0.059998670975691,1.08243002793639,-1.58220224262728,-0.967842519662709,-0.136433284934529,0.326165783625877,-1.72061076965082,-0.77019348948757,2
-13.4187305318684,0.351248790467253,1.84177940572498,-0.753657042975544,2.2271074320621,-0.794648001591591,0.166326851568695,-0.194813689640034,-0.557470028673748,0.16951783814994,-0.474211378717773,-0.528135577978687,1.6172293995389,0.0970005486494868,0.425259254473242,2
-16.8279383197407,2.18662517318969,-0.047647335835633,-0.219605118694551,0.226530061486295,-0.386625437614512,-0.68049263984459,-0.0671051367335925,0.0101667561624477,0.106289760298182,-0.502013723967289,0.37456702082833,0.565270855474197,0.19165068574513,-0.866577744618025,2
-15.1614081021184,-1.27574388144886,-0.94435837275271,-1.07528399388429,1.40933172047196,-0.886361890865151,0.0600071899904548,-0.535450030795028,1.00987233159185,0.416751093744678,-1.67416889991054,-0.109194785860802,0.146800639735771,-1.95082876506639,1.51132688399477,2
-14.9533873319422,0.407442811364734,0.0326314741607456,-0.0804475219813689,-0.627923904117019,0.855414383908996,1.24137252352933,-1.40646046340642,0.256819378889329,0.526414791319766,1.03017170760869,1.62614867136693,-0.276327002711081,0.309531438808295,1.37824848451501,2
-15.1392673437548,0.712805118471884,-0.239467694159549,0.479113150328786,0.663313507895235,0.294111990473295,0.21145529549432,-0.867624746708651,-0.192372530409622,-0.89616128613572,-0.432487153489016,-2.63600999452767,-0.0893528908817986,0.60122893175446,-0.754800743123902,2
-15.467971216679,0.204946663395518,0.717962495981941,-0.145459092329805,-0.83124725222903,-0.466938919331751,-0.811275299972536,0.317965710446061,-0.204447494241209,-1.53535963410793,-0.319712776926544,0.0882402170464867,2.51509251360238,-1.2744733047985,1.25250098293952,2
-15.0215799679129,0.0428769351570026,-0.0544766781690362,-2.70998631248957,1.80645417841235,1.12824387543062,0.0128363808883726,-2.20858806581216,-1.31109406948462,-1.11003752862639,-1.72594786770226,-0.818077656046947,0.798559961000321,-0.050732604808964,-1.25377424884302,2
0.671359114740101,0.153700855964856,0.772038164563284,0.52144987038467,0.635637683236415,-0.0608576162702792,0.58267512346884,-0.322026229138174,-0.122275915390145,-0.912267385229507,0.171685430363425,1.12433592967565,-1.80074009083289,3.72399510840135,16.6599146816949,3
-0.569233033774838,-0.0415303969823531,-1.0683851590246,0.852703118766636,0.131602117805078,-0.386675661002453,-1.51192897659114,-2.1912814081839,0.412586315442956,-0.611113224810893,0.739292421231905,0.514214302473433,-0.208098429217279,2.42224619602194,15.6698383410856,3
